"Date Printed: Monday, August 10, 2026 2:43:04 PM"
Title: "Chlamydia | Gonorrhea | Primary and Secondary Syphilis | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | 2023 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | 15-19 | 20-24 | 25-29""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Cases,Rate per 100000
"Primary and Secondary Syphilis","2013","Connecticut","09","20-24","17","7.1"
"Primary and Secondary Syphilis","2013","Connecticut","09","25-29","14","6.4"
"Chlamydia","2013","Delaware","10","15-19","1,535","2543.7"
"Chlamydia","2013","Delaware","10","20-24","2,085","3179.8"
"Chlamydia","2013","Delaware","10","25-29","860","1406.7"
"Gonorrhea","2013","Delaware","10","15-19","292","483.9"
"Gonorrhea","2013","Delaware","10","20-24","513","782.4"
"Gonorrhea","2013","Delaware","10","25-29","257","420.4"
"Primary and Secondary Syphilis","2013","Delaware","10","15-19","1","1.7"
"Primary and Secondary Syphilis","2013","Delaware","10","20-24","15","22.9"
"Primary and Secondary Syphilis","2013","Delaware","10","25-29","11","18.0"
"Chlamydia","2013","District of Columbia","11","15-19","1,941","5143.1"
"Chlamydia","2013","District of Columbia","11","20-24","2,175","3831.0"
"Chlamydia","2013","District of Columbia","11","25-29","988","1229.2"
"Gonorrhea","2013","District of Columbia","11","15-19","540","1430.8"
"Gonorrhea","2013","District of Columbia","11","20-24","784","1380.9"
"Gonorrhea","2013","District of Columbia","11","25-29","435","541.2"
"Primary and Secondary Syphilis","2013","District of Columbia","11","15-19","2","5.3"
"Primary and Secondary Syphilis","2013","District of Columbia","11","20-24","27","47.6"
"Primary and Secondary Syphilis","2013","District of Columbia","11","25-29","24","29.9"
"Chlamydia","2013","Florida","12","15-19","20,960","1784.4"
"Chlamydia","2013","Florida","12","20-24","32,293","2448.9"
"Chlamydia","2013","Florida","12","25-29","13,993","1115.7"
"Gonorrhea","2013","Florida","12","15-19","3,996","340.2"
"Gonorrhea","2013","Florida","12","20-24","7,045","534.3"
"Gonorrhea","2013","Florida","12","25-29","3,930","313.3"
"Primary and Secondary Syphilis","2013","Florida","12","15-19","98","8.3"
"Primary and Secondary Syphilis","2013","Florida","12","20-24","330","25.0"
"Primary and Secondary Syphilis","2013","Florida","12","25-29","248","19.8"
"Chlamydia","2013","Georgia","13","15-19","15,525","2233.9"
"Chlamydia","2013","Georgia","13","20-24","20,324","2793.9"
"Chlamydia","2013","Georgia","13","25-29","7,955","1173.1"
"Gonorrhea","2013","Georgia","13","15-19","3,363","483.9"
"Gonorrhea","2013","Georgia","13","20-24","5,303","729.0"
"Gonorrhea","2013","Georgia","13","25-29","2,504","369.3"
"Primary and Secondary Syphilis","2013","Georgia","13","15-19","42","6.0"
"Primary and Secondary Syphilis","2013","Georgia","13","20-24","202","27.8"
"Primary and Secondary Syphilis","2013","Georgia","13","25-29","216","31.9"
"Chlamydia","2013","Hawaii","15","15-19","1,410","1758.9"
"Chlamydia","2013","Hawaii","15","20-24","2,517","2467.7"
"Chlamydia","2013","Hawaii","15","25-29","1,333","1295.3"
"Gonorrhea","2013","Hawaii","15","15-19","77","96.1"
"Gonorrhea","2013","Hawaii","15","20-24","241","236.3"
"Gonorrhea","2013","Hawaii","15","25-29","161","156.4"
"Primary and Secondary Syphilis","2013","Hawaii","15","15-19","7","8.7"
"Primary and Secondary Syphilis","2013","Hawaii","15","20-24","10","9.8"
"Primary and Secondary Syphilis","2013","Hawaii","15","25-29","10","9.7"
"Chlamydia","2013","Idaho","16","15-19","1,557","1364.3"
"Chlamydia","2013","Idaho","16","20-24","2,223","1972.2"
"Chlamydia","2013","Idaho","16","25-29","854","812.8"
"Gonorrhea","2013","Idaho","16","15-19","24","21.0"
"Gonorrhea","2013","Idaho","16","20-24","58","51.5"
"Gonorrhea","2013","Idaho","16","25-29","58","55.2"
"Primary and Secondary Syphilis","2013","Idaho","16","15-19","2","1.8"
"Primary and Secondary Syphilis","2013","Idaho","16","20-24","5","4.4"
"Primary and Secondary Syphilis","2013","Idaho","16","25-29","4","3.8"
"Chlamydia","2013","Illinois","17","15-19","20,434","2333.6"
"Chlamydia","2013","Illinois","17","20-24","24,839","2741.6"
"Chlamydia","2013","Illinois","17","25-29","9,661","1076.5"
"Gonorrhea","2013","Illinois","17","15-19","4,753","542.8"
"Gonorrhea","2013","Illinois","17","20-24","5,815","641.8"
"Gonorrhea","2013","Illinois","17","25-29","2,677","298.3"
"Primary and Secondary Syphilis","2013","Illinois","17","15-19","35","4.0"
"Primary and Secondary Syphilis","2013","Illinois","17","20-24","173","19.1"
"Primary and Secondary Syphilis","2013","Illinois","17","25-29","149","16.6"
"Chlamydia","2013","Indiana","18","15-19","8,590","1878.4"
"Chlamydia","2013","Indiana","18","20-24","11,365","2339.7"
"Chlamydia","2013","Indiana","18","25-29","4,382","1052.5"
"Gonorrhea","2013","Indiana","18","15-19","1,716","375.2"
"Gonorrhea","2013","Indiana","18","20-24","2,561","527.2"
"Gonorrhea","2013","Indiana","18","25-29","1,345","323.0"
"Primary and Secondary Syphilis","2013","Indiana","18","15-19","14","3.1"
"Primary and Secondary Syphilis","2013","Indiana","18","20-24","64","13.2"
"Primary and Secondary Syphilis","2013","Indiana","18","25-29","41","9.8"
"Chlamydia","2013","Iowa","19","15-19","3,146","1471.8"
"Chlamydia","2013","Iowa","19","20-24","4,619","2005.1"
"Chlamydia","2013","Iowa","19","25-29","1,785","933.4"
"Gonorrhea","2013","Iowa","19","15-19","321","150.2"
"Gonorrhea","2013","Iowa","19","20-24","522","226.6"
"Gonorrhea","2013","Iowa","19","25-29","288","150.6"
"Primary and Secondary Syphilis","2013","Iowa","19","15-19","7","3.3"
"Primary and Secondary Syphilis","2013","Iowa","19","20-24","12","5.2"
"Primary and Secondary Syphilis","2013","Iowa","19","25-29","20","10.5"
"Chlamydia","2013","Kansas","20","15-19","3,194","1597.8"
"Chlamydia","2013","Kansas","20","20-24","4,605","2114.5"
"Chlamydia","2013","Kansas","20","25-29","1,793","932.7"
"Gonorrhea","2013","Kansas","20","15-19","421","210.6"
"Gonorrhea","2013","Kansas","20","20-24","749","343.9"
"Gonorrhea","2013","Kansas","20","25-29","454","236.2"
"Primary and Secondary Syphilis","2013","Kansas","20","15-19","3","1.5"
"Primary and Secondary Syphilis","2013","Kansas","20","20-24","13","6.0"
"Primary and Secondary Syphilis","2013","Kansas","20","25-29","10","5.2"
"Chlamydia","2013","Kentucky","21","15-19","5,111","1788.8"
"Chlamydia","2013","Kentucky","21","20-24","6,971","2197.6"
"Chlamydia","2013","Kentucky","21","25-29","2,675","958.8"
"Gonorrhea","2013","Kentucky","21","15-19","916","320.6"
"Gonorrhea","2013","Kentucky","21","20-24","1,447","456.2"
"Gonorrhea","2013","Kentucky","21","25-29","763","273.5"
"Primary and Secondary Syphilis","2013","Kentucky","21","15-19","8","2.8"
"Primary and Secondary Syphilis","2013","Kentucky","21","20-24","27","8.5"
"Primary and Secondary Syphilis","2013","Kentucky","21","25-29","27","9.7"
"Chlamydia","2013","Louisiana","22","15-19","9,399","3114.5"
"Chlamydia","2013","Louisiana","22","20-24","11,325","3203.7"
"Chlamydia","2013","Louisiana","22","25-29","4,466","1325.3"
"Gonorrhea","2013","Louisiana","22","15-19","2,586","856.9"
"Gonorrhea","2013","Louisiana","22","20-24","3,199","905.0"
"Gonorrhea","2013","Louisiana","22","25-29","1,445","428.8"
"Primary and Secondary Syphilis","2013","Louisiana","22","15-19","51","16.9"
"Primary and Secondary Syphilis","2013","Louisiana","22","20-24","112","31.7"
"Primary and Secondary Syphilis","2013","Louisiana","22","25-29","86","25.5"
"Chlamydia","2013","Maine","23","15-19","941","1133.0"
"Chlamydia","2013","Maine","23","20-24","1,413","1759.2"
"Chlamydia","2013","Maine","23","25-29","615","818.1"
"Gonorrhea","2013","Maine","23","15-19","24","28.9"
"Gonorrhea","2013","Maine","23","20-24","77","95.9"
"Gonorrhea","2013","Maine","23","25-29","53","70.5"
"Primary and Secondary Syphilis","2013","Maine","23","15-19","0","0.0"
"Primary and Secondary Syphilis","2013","Maine","23","20-24","0","0.0"
"Primary and Secondary Syphilis","2013","Maine","23","25-29","0","0.0"
"Chlamydia","2013","Maryland","24","15-19","8,186","2094.1"
"Chlamydia","2013","Maryland","24","20-24","10,451","2595.9"
"Chlamydia","2013","Maryland","24","25-29","4,204","1021.4"
"Gonorrhea","2013","Maryland","24","15-19","1,356","346.9"
"Gonorrhea","2013","Maryland","24","20-24","2,064","512.7"
"Gonorrhea","2013","Maryland","24","25-29","1,055","256.3"
"Primary and Secondary Syphilis","2013","Maryland","24","15-19","32","8.2"
"Primary and Secondary Syphilis","2013","Maryland","24","20-24","116","28.8"
"Primary and Secondary Syphilis","2013","Maryland","24","25-29","81","19.7"
"Chlamydia","2013","Massachusetts","25","15-19","4,966","1075.4"
"Chlamydia","2013","Massachusetts","25","20-24","9,861","2021.3"
"Chlamydia","2013","Massachusetts","25","25-29","4,306","897.9"
"Gonorrhea","2013","Massachusetts","25","15-19","372","80.6"
"Gonorrhea","2013","Massachusetts","25","20-24","975","199.9"
"Gonorrhea","2013","Massachusetts","25","25-29","649","135.3"
"Primary and Secondary Syphilis","2013","Massachusetts","25","15-19","12","2.6"
"Primary and Secondary Syphilis","2013","Massachusetts","25","20-24","48","9.8"
"Primary and Secondary Syphilis","2013","Massachusetts","25","25-29","57","11.9"
"Chlamydia","2013","Michigan","26","15-19","14,840","2153.0"
"Chlamydia","2013","Michigan","26","20-24","18,261","2476.5"
"Chlamydia","2013","Michigan","26","25-29","6,197","1046.8"
"Gonorrhea","2013","Michigan","26","15-19","2,728","395.8"
"Gonorrhea","2013","Michigan","26","20-24","3,941","534.5"
"Gonorrhea","2013","Michigan","26","25-29","1,749","295.4"
"Primary and Secondary Syphilis","2013","Michigan","26","15-19","41","5.9"
"Primary and Secondary Syphilis","2013","Michigan","26","20-24","150","20.3"
"Primary and Secondary Syphilis","2013","Michigan","26","25-29","100","16.9"
"Chlamydia","2013","Minnesota","27","15-19","5,126","1431.9"
"Chlamydia","2013","Minnesota","27","20-24","7,620","2105.5"
"Chlamydia","2013","Minnesota","27","25-29","3,149","861.1"
"Gonorrhea","2013","Minnesota","27","15-19","983","274.6"
"Gonorrhea","2013","Minnesota","27","20-24","1,279","353.4"
"Gonorrhea","2013","Minnesota","27","25-29","660","180.5"
"Primary and Secondary Syphilis","2013","Minnesota","27","15-19","2","0.6"
"Primary and Secondary Syphilis","2013","Minnesota","27","20-24","33","9.1"
"Primary and Secondary Syphilis","2013","Minnesota","27","25-29","42","11.5"
"Chlamydia","2013","Mississippi","28","15-19","5,642","2687.6"
"Chlamydia","2013","Mississippi","28","20-24","7,288","3189.8"
"Chlamydia","2013","Mississippi","28","25-29","2,538","1312.4"
"Gonorrhea","2013","Mississippi","28","15-19","1,308","623.1"
"Gonorrhea","2013","Mississippi","28","20-24","2,029","888.0"
"Gonorrhea","2013","Mississippi","28","25-29","875","452.5"
"Primary and Secondary Syphilis","2013","Mississippi","28","15-19","5","2.4"
"Primary and Secondary Syphilis","2013","Mississippi","28","20-24","24","10.5"
"Primary and Secondary Syphilis","2013","Mississippi","28","25-29","14","7.2"
"Chlamydia","2013","Missouri","29","15-19","8,488","2131.1"
"Chlamydia","2013","Missouri","29","20-24","11,050","2540.9"
"Chlamydia","2013","Missouri","29","25-29","4,216","1058.7"
"Gonorrhea","2013","Missouri","29","15-19","1,737","436.1"
"Gonorrhea","2013","Missouri","29","20-24","2,740","630.0"
"Gonorrhea","2013","Missouri","29","25-29","1,356","340.5"
"Primary and Secondary Syphilis","2013","Missouri","29","15-19","16","4.0"
"Primary and Secondary Syphilis","2013","Missouri","29","20-24","56","12.9"
"Primary and Secondary Syphilis","2013","Missouri","29","25-29","55","13.8"
"Chlamydia","2013","Montana","30","15-19","1,133","1761.0"
"Chlamydia","2013","Montana","30","20-24","1,511","2063.8"
"Chlamydia","2013","Montana","30","25-29","652","1028.0"
"Gonorrhea","2013","Montana","30","15-19","30","46.6"
"Gonorrhea","2013","Montana","30","20-24","82","112.0"
"Gonorrhea","2013","Montana","30","25-29","59","93.0"
"Primary and Secondary Syphilis","2013","Montana","30","15-19","0","0.0"
"Primary and Secondary Syphilis","2013","Montana","30","20-24","2","2.7"
"Primary and Secondary Syphilis","2013","Montana","30","25-29","1","1.6"
"Chlamydia","2013","Nebraska","31","15-19","1,915","1502.7"
"Chlamydia","2013","Nebraska","31","20-24","3,018","2255.9"
"Chlamydia","2013","Nebraska","31","25-29","1,341","1071.7"
"Gonorrhea","2013","Nebraska","31","15-19","268","210.3"
"Gonorrhea","2013","Nebraska","31","20-24","463","346.1"
"Gonorrhea","2013","Nebraska","31","25-29","296","236.6"
"Primary and Secondary Syphilis","2013","Nebraska","31","15-19","1","0.8"
"Primary and Secondary Syphilis","2013","Nebraska","31","20-24","10","7.5"
"Primary and Secondary Syphilis","2013","Nebraska","31","25-29","16","12.8"
"Chlamydia","2013","Nevada","32","15-19","3,103","1778.5"
"Chlamydia","2013","Nevada","32","20-24","4,293","2310.7"
"Chlamydia","2013","Nevada","32","25-29","2,141","1081.9"
"Gonorrhea","2013","Nevada","32","15-19","582","333.6"
"Gonorrhea","2013","Nevada","32","20-24","727","391.3"
"Gonorrhea","2013","Nevada","32","25-29","501","253.2"
"Primary and Secondary Syphilis","2013","Nevada","32","15-19","8","4.6"
"Primary and Secondary Syphilis","2013","Nevada","32","20-24","47","25.3"
"Primary and Secondary Syphilis","2013","Nevada","32","25-29","45","22.7"
"Chlamydia","2013","New Hampshire","33","15-19","810","887.8"
"Chlamydia","2013","New Hampshire","33","20-24","1,448","1615.5"
"Chlamydia","2013","New Hampshire","33","25-29","472","618.0"
"Gonorrhea","2013","New Hampshire","33","15-19","10","11.0"
"Gonorrhea","2013","New Hampshire","33","20-24","40","44.6"
"Gonorrhea","2013","New Hampshire","33","25-29","21","27.5"
"Primary and Secondary Syphilis","2013","New Hampshire","33","15-19","1","1.1"
"Primary and Secondary Syphilis","2013","New Hampshire","33","20-24","3","3.3"
"Primary and Secondary Syphilis","2013","New Hampshire","33","25-29","5","6.5"
"Chlamydia","2013","New Jersey","34","15-19","6,944","1198.7"
"Chlamydia","2013","New Jersey","34","20-24","11,677","2068.1"
"Chlamydia","2013","New Jersey","34","25-29","4,992","900.5"
"Gonorrhea","2013","New Jersey","34","15-19","1,513","261.2"
"Gonorrhea","2013","New Jersey","34","20-24","2,362","418.3"
"Gonorrhea","2013","New Jersey","34","25-29","1,210","218.3"
"Primary and Secondary Syphilis","2013","New Jersey","34","15-19","6","1.0"
"Primary and Secondary Syphilis","2013","New Jersey","34","20-24","36","6.4"
"Primary and Secondary Syphilis","2013","New Jersey","34","25-29","45","8.1"
"Chlamydia","2013","New Mexico","35","15-19","3,141","2219.1"
"Chlamydia","2013","New Mexico","35","20-24","4,583","2975.0"
"Chlamydia","2013","New Mexico","35","25-29","2,254","1593.9"
"Gonorrhea","2013","New Mexico","35","15-19","305","215.5"
"Gonorrhea","2013","New Mexico","35","20-24","620","402.5"
"Gonorrhea","2013","New Mexico","35","25-29","363","256.7"
"Primary and Secondary Syphilis","2013","New Mexico","35","15-19","12","8.5"
"Primary and Secondary Syphilis","2013","New Mexico","35","20-24","18","11.7"
"Primary and Secondary Syphilis","2013","New Mexico","35","25-29","13","9.2"
"Chlamydia","2013","New York","36","15-19","26,178","2048.9"
"Chlamydia","2013","New York","36","20-24","34,470","2404.9"
"Chlamydia","2013","New York","36","25-29","16,447","1136.8"
"Gonorrhea","2013","New York","36","15-19","3,744","293.0"
"Gonorrhea","2013","New York","36","20-24","5,914","412.6"
"Gonorrhea","2013","New York","36","25-29","4,141","286.2"
"Primary and Secondary Syphilis","2013","New York","36","15-19","51","4.0"
"Primary and Secondary Syphilis","2013","New York","36","20-24","238","16.6"
"Primary and Secondary Syphilis","2013","New York","36","25-29","300","20.7"
"Chlamydia","2013","North Carolina","37","15-19","14,423","2217.6"
"Chlamydia","2013","North Carolina","37","20-24","20,261","2858.1"
"Chlamydia","2013","North Carolina","37","25-29","7,408","1154.4"
"Gonorrhea","2013","North Carolina","37","15-19","3,062","470.8"
"Gonorrhea","2013","North Carolina","37","20-24","5,212","735.2"
"Gonorrhea","2013","North Carolina","37","25-29","2,465","384.1"
"Primary and Secondary Syphilis","2013","North Carolina","37","15-19","16","2.5"
"Primary and Secondary Syphilis","2013","North Carolina","37","20-24","110","15.5"
"Primary and Secondary Syphilis","2013","North Carolina","37","25-29","89","13.9"
"Chlamydia","2013","North Dakota","38","15-19","743","1554.4"
"Chlamydia","2013","North Dakota","38","20-24","1,293","1914.5"
"Chlamydia","2013","North Dakota","38","25-29","534","979.3"
"Gonorrhea","2013","North Dakota","38","15-19","109","228.0"
"Gonorrhea","2013","North Dakota","38","20-24","163","241.3"
"Gonorrhea","2013","North Dakota","38","25-29","116","212.7"
"Primary and Secondary Syphilis","2013","North Dakota","38","15-19","1","2.1"
"Primary and Secondary Syphilis","2013","North Dakota","38","20-24","3","4.4"
"Primary and Secondary Syphilis","2013","North Dakota","38","25-29","3","5.5"
"Chlamydia","2013","Ohio","39","15-19","17,387","2228.5"
"Chlamydia","2013","Ohio","39","20-24","20,811","2589.0"
"Chlamydia","2013","Ohio","39","25-29","7,859","1077.6"
"Gonorrhea","2013","Ohio","39","15-19","4,237","543.1"
"Gonorrhea","2013","Ohio","39","20-24","5,601","696.8"
"Gonorrhea","2013","Ohio","39","25-29","2,800","383.9"
"Primary and Secondary Syphilis","2013","Ohio","39","15-19","30","3.8"
"Primary and Secondary Syphilis","2013","Ohio","39","20-24","112","13.9"
"Primary and Secondary Syphilis","2013","Ohio","39","25-29","90","12.3"
"Chlamydia","2013","Oklahoma","40","15-19","5,401","2109.8"
"Chlamydia","2013","Oklahoma","40","20-24","7,560","2607.9"
"Chlamydia","2013","Oklahoma","40","25-29","2,987","1127.0"
"Gonorrhea","2013","Oklahoma","40","15-19","1,120","437.5"
"Gonorrhea","2013","Oklahoma","40","20-24","1,914","660.3"
"Gonorrhea","2013","Oklahoma","40","25-29","1,109","418.4"
"Primary and Secondary Syphilis","2013","Oklahoma","40","15-19","6","2.3"
"Primary and Secondary Syphilis","2013","Oklahoma","40","20-24","33","11.4"
"Primary and Secondary Syphilis","2013","Oklahoma","40","25-29","10","3.8"
"Chlamydia","2013","Oregon","41","15-19","3,785","1553.1"
"Chlamydia","2013","Oregon","41","20-24","5,452","2039.0"
"Chlamydia","2013","Oregon","41","25-29","2,485","945.1"
"Gonorrhea","2013","Oregon","41","15-19","180","73.9"
"Gonorrhea","2013","Oregon","41","20-24","439","164.2"
"Gonorrhea","2013","Oregon","41","25-29","397","151.0"
"Primary and Secondary Syphilis","2013","Oregon","41","15-19","11","4.5"
"Primary and Secondary Syphilis","2013","Oregon","41","20-24","28","10.5"
"Primary and Secondary Syphilis","2013","Oregon","41","25-29","43","16.4"
"Chlamydia","2013","Pennsylvania","42","15-19","17,120","2012.9"
"Chlamydia","2013","Pennsylvania","42","20-24","20,209","2267.3"
"Chlamydia","2013","Pennsylvania","42","25-29","7,894","956.1"
"Gonorrhea","2013","Pennsylvania","42","15-19","3,520","413.9"
"Gonorrhea","2013","Pennsylvania","42","20-24","4,745","532.4"
"Gonorrhea","2013","Pennsylvania","42","25-29","2,448","296.5"
"Primary and Secondary Syphilis","2013","Pennsylvania","42","15-19","20","2.4"
"Primary and Secondary Syphilis","2013","Pennsylvania","42","20-24","97","10.9"
